split,contrast,scene,group,compositions,patch_mean_delta,pixel_mean_delta
val,B-A,Place743,multi,1,-0.7818654775619507,-0.6984389226520463
val,B-A,Place747,all,2,0.26139403879642487,0.2479252596183389
val,B-A,Place747,single,1,0.08498916029930115,0.08500857552049537
val,B-A,Place747,multi,1,0.4377989172935486,0.41084194371618243
val,B-A,Place749,all,2,-0.4492414891719818,-0.3443487892873883
val,B-A,Place749,single,1,0.5722706913948059,0.5719614407642954
val,B-A,Place749,multi,1,-1.4707536697387695,-1.260659019339072
val,B-A,Place753,all,2,-1.6042225360870361,-1.5674974090785248
val,B-A,Place753,single,1,-2.4702258110046387,-2.4702423861296596
val,B-A,Place753,multi,1,-0.7382192611694336,-0.6647524320273899
val,B-A,Place754,all,2,-0.5044927000999451,-0.4928397042489019
val,B-A,Place754,single,1,-1.0704485177993774,-1.069910674894461
val,B-A,Place754,multi,1,0.061463117599487305,0.08423126639665712
val,B-A,Place756,all,2,0.7377766966819763,0.7149755852713905
val,B-A,Place756,single,1,1.2733147144317627,1.2732537681901666
val,B-A,Place756,multi,1,0.20223867893218994,0.15669740235261442
val,B-A,Place757,all,2,0.7232513427734375,0.7044581411289821
val,B-A,Place757,single,1,0.9460768699645996,0.9460781789028405
val,B-A,Place757,multi,1,0.5004258155822754,0.46283810335512365
val,B-A,Place76,all,2,-0.15301573276519775,-0.13976162479658655
val,B-A,Place76,single,1,-0.1262097954750061,-0.12625344088725587
val,B-A,Place76,multi,1,-0.1798216700553894,-0.15326980870591722
val,B-A,Place762,all,2,0.89630126953125,0.691594058287711
val,B-A,Place762,single,1,0.305713415145874,0.3057267109063775
val,B-A,Place762,multi,1,1.486889123916626,1.0774614056690446
val,B-A,Place766,all,2,0.46053850650787354,0.4304381284092089
val,B-A,Place766,single,1,-0.04615473747253418,-0.04594606649524868
val,B-A,Place766,multi,1,0.9672317504882812,0.9068223233136665
val,B-A,Place767,all,2,0.5943037271499634,0.5637420482451405
val,B-A,Place767,single,1,0.4240725040435791,0.4240773968175353
val,B-A,Place767,multi,1,0.7645349502563477,0.7034066996727457
val,B-A,Place768,all,2,0.15991643071174622,0.1473388411988158
val,B-A,Place768,single,1,-0.19004052877426147,-0.190013185324158
val,B-A,Place768,multi,1,0.5098733901977539,0.4846908677217896
val,B-A,Place776,all,2,0.05861830711364746,0.06078217882035741
val,B-A,Place776,single,1,0.32619237899780273,0.3262081580881946
val,B-A,Place776,multi,1,-0.2089557647705078,-0.20464380044747976
val,B-A,Place778,all,2,0.006965041160583496,0.008362757103466983
val,B-A,Place778,single,1,0.36483025550842285,0.3647039295555636
val,B-A,Place778,multi,1,-0.35090017318725586,-0.3479784153486296
val,B-A,Place780,all,2,0.05029234290122986,0.0652672320024048
val,B-A,Place780,single,1,0.3124186396598816,0.3123936188727585
val,B-A,Place780,multi,1,-0.21183395385742188,-0.1818591548679489
val,B-A,Place781,all,2,0.019553840160369873,0.024039035702610845
val,B-A,Place781,single,1,0.29513847827911377,0.2951333138469626
val,B-A,Place781,multi,1,-0.256030797958374,-0.24705524244174093
val,B-A,Place80,all,2,-0.9843357801437378,-0.9842838876560663
val,B-A,Place80,single,1,-0.9159256219863892,-0.9158711216326154
val,B-A,Place80,multi,1,-1.0527459383010864,-1.0526966536795173
val,B-A,Place807,all,2,-0.19780898094177246,-0.19536689180086114
val,B-A,Place807,single,1,-0.2563413381576538,-0.25627828277764475
val,B-A,Place807,multi,1,-0.1392766237258911,-0.13445550082407753
val,B-A,Place808,all,2,-0.10361644625663757,-0.10295856179257273
val,B-A,Place808,single,1,-0.176205575466156,-0.1761647284659561
val,B-A,Place808,multi,1,-0.03102731704711914,-0.029752395119189368
val,B-A,Place813,all,2,0.04100640118122101,0.046746054088098565
val,B-A,Place813,single,1,0.09734359383583069,0.09733318705624472
val,B-A,Place813,multi,1,-0.015330791473388672,-0.003841078880047588
val,B-A,Place824,all,2,0.07366415858268738,0.055046929980597153
val,B-A,Place824,single,1,-0.06444054841995239,-0.06449741716967189
val,B-A,Place824,multi,1,0.21176886558532715,0.1745912771308662
val,B-A,Place828,all,2,-0.0018153488636016846,-0.004683399568168545
val,B-A,Place828,single,1,-0.02042442560195923,-0.0204117880698671
val,B-A,Place828,multi,1,0.01679372787475586,0.011044988933530009
val,B-A,Place829,all,2,0.1683577448129654,0.13855930349899032
val,B-A,Place829,single,1,-0.00918695330619812,-0.00927693419554021
val,B-A,Place829,multi,1,0.3459024429321289,0.28639554119352084
val,B-A,Place831,all,2,0.3302665501832962,0.30838414992027846
val,B-A,Place831,single,1,0.0683538019657135,0.06832473417183282
val,B-A,Place831,multi,1,0.5921792984008789,0.5484435656687241
val,B-A,Place834,all,2,0.2651892639696598,0.25340554890123695
val,B-A,Place834,single,1,0.019594378769397736,0.01931753374041574
val,B-A,Place834,multi,1,0.5107841491699219,0.4874935640620581
val,B-A,Place836,all,2,0.08270809054374695,0.06902714978878272
val,B-A,Place836,single,1,-0.03270155191421509,-0.03272313778027758
val,B-A,Place836,multi,1,0.19811773300170898,0.170777437357843
val,B-A,Place837,all,2,0.08489450812339783,0.07227353984258553
val,B-A,Place837,single,1,-0.03403693437576294,-0.034029237499550835
val,B-A,Place837,multi,1,0.2038259506225586,0.1785763171847219
val,B-A,Place840,all,2,0.03819181025028229,0.0345998817253063
val,B-A,Place840,single,1,0.0434207022190094,0.04354478527380809
val,B-A,Place840,multi,1,0.032962918281555176,0.02565497817680451
val,B-A,Place844,all,2,0.33171141147613525,0.3643232276620405
val,B-A,Place844,single,1,0.6268613338470459,0.6269028395925211
val,B-A,Place844,multi,1,0.03656148910522461,0.10174361573155988
val,B-A,Place845,all,2,-0.042285919189453125,-0.07229123835906537
val,B-A,Place845,single,1,-0.15790152549743652,-0.15788454634512816
val,B-A,Place845,multi,1,0.07332968711853027,0.013302069626997426
val,B-A,Place846,all,2,0.19321924448013306,0.19018792111978639
val,B-A,Place846,single,1,0.11582529544830322,0.11585217077074594
val,B-A,Place846,multi,1,0.2706131935119629,0.2645236714688268
val,B-A,Place854,all,2,-0.1086156964302063,-0.10956280784256714
val,B-A,Place854,single,1,-0.05210614204406738,-0.05202903515724827
val,B-A,Place854,multi,1,-0.16512525081634521,-0.167096580527886
val,B-A,Place86,all,2,-0.19961373507976532,-0.19952229988796005
val,B-A,Place86,single,1,-0.3619505763053894,-0.36196110003797966
val,B-A,Place86,multi,1,-0.037276893854141235,-0.03708349973794045
val,B-A,Place864,all,2,0.16845376789569855,0.1849598177494282
val,B-A,Place864,single,1,0.14240506291389465,0.14249227683340904
val,B-A,Place864,multi,1,0.19450247287750244,0.2274273586654474
val,B-A,Place866,all,2,0.31260260939598083,0.12310038782962948
val,B-A,Place866,single,1,-0.098391592502594,-0.09838610219652427
val,B-A,Place866,multi,1,0.7235968112945557,0.34458687785578324
val,B-A,Place872,all,2,0.3114747107028961,0.15123423946624892
val,B-A,Place872,single,1,-0.17838376760482788,-0.17834178643272613
val,B-A,Place872,multi,1,0.8013331890106201,0.480810265365224
val,B-A,Place875,all,2,-0.43401315063238144,-0.4239513079078611
val,B-A,Place875,single,1,-0.9033574312925339,-0.9021168344751643
val,B-A,Place875,multi,1,0.035331130027770996,0.05421421865944209
val,B-A,Place878,all,2,0.186316579580307,0.19206908246064658
val,B-A,Place878,single,1,0.5680899024009705,0.5675291018153943
val,B-A,Place878,multi,1,-0.19545674324035645,-0.18339093689410113
val,B-A,Place887,all,2,0.05036348104476929,0.06983760875222145
val,B-A,Place887,single,1,1.0882481336593628,1.0872944830307896
val,B-A,Place887,multi,1,-0.9875211715698242,-0.9476192655263467
val,B-A,Place888,all,2,0.22262480854988098,0.26999503433271577
val,B-A,Place888,single,1,0.117495596408844,0.1175109714233522
val,B-A,Place888,multi,1,0.32775402069091797,0.4224790972420793
val,B-A,Place890,all,2,0.20605070888996124,0.16917245241636575
val,B-A,Place890,single,1,-0.29392656683921814,-0.29418395016988363
val,B-A,Place890,multi,1,0.7060279846191406,0.6325288550026151
val,B-A,Place898,all,2,0.029876500368118286,-0.04833620338386929
val,B-A,Place898,single,1,-0.4825686812400818,-0.4826280541078313
val,B-A,Place898,multi,1,0.5423216819763184,0.3859556473400927
val,B-A,Place900,all,2,0.6049680709838867,0.5811442378021248
val,B-A,Place900,single,1,-0.019556760787963867,-0.019516234351400874
val,B-A,Place900,multi,1,1.2294929027557373,1.1818047099556503
val,B-A,Place915,all,2,-0.6625750958919525,-0.5188427547914836
val,B-A,Place915,single,1,-0.10965460538864136,-0.10966136272519345
val,B-A,Place915,multi,1,-1.2154955863952637,-0.9280241468577737
val,B-A,Place919,all,4,0.9887955784797668,0.9872587928099099
val,B-A,Place919,single,1,1.7216264009475708,1.7216070085778448
val,B-A,Place919,multi,3,0.7445186376571655,0.7424760542205983
val,B-A,Place920,all,4,-0.002978876233100891,0.0018689306340797518
val,B-A,Place920,single,1,0.1279466152191162,0.12794108317781094
val,B-A,Place920,multi,3,-0.046620706717173256,-0.04015512021383064
val,B-A,Place924,all,4,-0.28819987177848816,-0.28902737146423496
val,B-A,Place924,single,1,-0.7496061325073242,-0.7496178928143571
val,B-A,Place924,multi,3,-0.13439778486887613,-0.1354971976808609
val,B-A,Place930,all,4,0.0772872194647789,0.06205810283331293
val,B-A,Place930,single,1,0.09114772081375122,0.09116692699464612
val,B-A,Place930,multi,3,0.07266705234845479,0.052355161446201864
val,B-A,Place936,all,4,0.07297787070274353,0.08068278300520562
val,B-A,Place936,single,1,-0.016712069511413574,-0.016709123162547024
val,B-A,Place936,multi,3,0.1028745174407959,0.11314675172778983
val,B-A,Place938,all,4,0.04578042030334473,0.050978776933756104
val,B-A,Place938,single,1,0.36281073093414307,0.36268095707407066
val,B-A,Place938,multi,3,-0.05989634990692139,-0.052921949779682086
val,B-A,Place946,all,4,0.04074419289827347,0.057495513137598486
val,B-A,Place946,single,1,0.8347529470920563,0.8347743042209923
val,B-A,Place946,multi,3,-0.22392539183298746,-0.20159741722353278
val,B-C,Place101,all,2,0.3178569972515106,0.3210505358322756
val,B-C,Place101,single,1,0.6454650461673737,0.6452710744646286
val,B-C,Place101,multi,1,-0.009751051664352417,-0.003170002800077454
val,B-C,Place107,all,2,0.1274319589138031,0.1291318166449612
val,B-C,Place107,single,1,0.236627995967865,0.23656817362183635
val,B-C,Place107,multi,1,0.01823592185974121,0.02169545966808606
val,B-C,Place112,all,2,-0.08407482504844666,-0.07783687227951996
val,B-C,Place112,single,1,0.12118363380432129,0.12119517285823833
val,B-C,Place112,multi,1,-0.2893332839012146,-0.27686891741727826
val,B-C,Place118,all,2,0.12790409475564957,0.1037279177994336
val,B-C,Place118,single,1,-0.25572894513607025,-0.257811041336832
val,B-C,Place118,multi,1,0.5115371346473694,0.46526687693569924
val,B-C,Place12,all,2,0.28103184700012207,0.28128454343169396
val,B-C,Place12,single,1,0.19249892234802246,0.1924991105634435
val,B-C,Place12,multi,1,0.3695647716522217,0.3700699762999444
val,B-C,Place120,all,2,-0.4694610834121704,-0.4598168099186035
val,B-C,Place120,single,1,-0.18534016609191895,-0.18536760799435492
val,B-C,Place120,multi,1,-0.7535820007324219,-0.7342660118428521
val,B-C,Place125,all,2,-0.10839781165122986,-0.10716904746389255
val,B-C,Place125,single,1,-0.2908531427383423,-0.2908589397571011
val,B-C,Place125,multi,1,0.07405751943588257,0.07652084482931598
val,B-C,Place130,all,2,-0.4135901927947998,-0.4300370117595693
val,B-C,Place130,single,1,-0.738351583480835,-0.7382915122260725
val,B-C,Place130,multi,1,-0.08882880210876465,-0.12178251129306616
val,B-C,Place139,all,2,0.06061628460884094,0.061666178561897045
val,B-C,Place139,single,1,0.14287430047988892,0.14289004857530596
val,B-C,Place139,multi,1,-0.02164173126220703,-0.01955769145151187
val,B-C,Place147,all,2,-0.5004197359085083,-0.5002137318855151
val,B-C,Place147,single,1,-0.43480825424194336,-0.4348086462131606
val,B-C,Place147,multi,1,-0.5660312175750732,-0.5656188175578696
val,B-C,Place162,all,2,0.3378680795431137,0.3370144927527869
val,B-C,Place162,single,1,0.015515297651290894,0.015859091192934688
val,B-C,Place162,multi,1,0.6602208614349365,0.6581698943126391
val,B-C,Place168,all,2,0.1653733253479004,0.1653535994445284
val,B-C,Place168,single,1,0.16501998901367188,0.16507844436872476
val,B-C,Place168,multi,1,0.1657266616821289,0.16562875452033204
val,B-C,Place169,all,2,-0.34248630702495575,-0.31900914850686346
val,B-C,Place169,single,1,0.35901811718940735,0.3588958753948954
val,B-C,Place169,multi,1,-1.0439907312393188,-0.9969141724086223
val,B-C,Place17,all,2,-1.1110973358154297,-1.1064070188218889
val,B-C,Place17,single,1,-2.1027050018310547,-2.1026831906544245
val,B-C,Place17,multi,1,-0.11948966979980469,-0.11013084698935316
val,B-C,Place174,all,2,1.0123568177223206,0.9724939223181329
val,B-C,Place174,single,1,0.35486137866973877,0.3548687659838501
val,B-C,Place174,multi,1,1.6698522567749023,1.5901190786524158
val,B-C,Place176,all,2,0.3115638196468353,0.30958726312147694
val,B-C,Place176,single,1,0.5762374997138977,0.5763265368872467
val,B-C,Place176,multi,1,0.04689013957977295,0.04284798935570722
val,B-C,Place177,all,2,0.17503899335861206,0.17362308534727322
val,B-C,Place177,single,1,0.2928711175918579,0.29284630583027593
val,B-C,Place177,multi,1,0.05720686912536621,0.05439986486427051
val,B-C,Place189,all,2,0.7496227025985718,0.6985170471698594
val,B-C,Place189,single,1,-0.0721663236618042,-0.07219216554421537
val,B-C,Place189,multi,1,1.5714117288589478,1.4692262598839343
val,B-C,Place195,all,2,0.6664188504219055,0.6308113526177939
val,B-C,Place195,single,1,0.6601425409317017,0.6600048918620294
val,B-C,Place195,multi,1,0.6726951599121094,0.6016178133735584
val,B-C,Place198,all,2,0.21247512102127075,0.21396923305674204
val,B-C,Place198,single,1,0.4871312379837036,0.4870732154939371
val,B-C,Place198,multi,1,-0.06218099594116211,-0.059134749380453044
val,B-C,Place2,all,2,-0.03674668073654175,-0.03523555215494101
val,B-C,Place2,single,1,-0.001278996467590332,-0.0012843817273329172
val,B-C,Place2,multi,1,-0.07221436500549316,-0.0691867225825491
val,B-C,Place202,all,2,-0.2831927537918091,-0.28052369991338266
val,B-C,Place202,single,1,-0.6837685108184814,-0.6837675094356919
val,B-C,Place202,multi,1,0.11738300323486328,0.12272010960892654
val,B-C,Place209,all,2,0.22317683696746826,0.2228201577692388
val,B-C,Place209,single,1,0.8105407953262329,0.8104886512050768
val,B-C,Place209,multi,1,-0.3641871213912964,-0.36484833566659924
val,B-C,Place21,all,2,-0.2867966890335083,-0.3709381347183387
val,B-C,Place21,single,1,-0.8124783039093018,-0.8124784167915178
val,B-C,Place21,multi,1,0.23888492584228516,0.07060214735484038
val,B-C,Place212,all,2,0.09107565879821777,0.09327782390749007
val,B-C,Place212,single,1,-0.5890469551086426,-0.5890428242323811
val,B-C,Place212,multi,1,0.7711982727050781,0.7755984720473612
val,B-C,Place218,all,2,0.23511511087417603,0.2911503022058409
val,B-C,Place218,single,1,0.11868524551391602,0.11863795468651639
val,B-C,Place218,multi,1,0.35154497623443604,0.46366264972516547
val,B-C,Place219,all,2,0.00982743501663208,0.019771424682514027
val,B-C,Place219,single,1,-0.03881967067718506,-0.038814766052577276
val,B-C,Place219,multi,1,0.05847454071044922,0.07835761541760533
val,B-C,Place229,all,2,-0.08641046285629272,-0.17998727247380494
val,B-C,Place229,single,1,-0.1756981611251831,-0.17564004587555887
val,B-C,Place229,multi,1,0.0028772354125976562,-0.18433449907205102
val,B-C,Place234,all,2,0.18749117851257324,0.1878619088041853
val,B-C,Place234,single,1,0.303952693939209,0.30394992731888193
val,B-C,Place234,multi,1,0.0710296630859375,0.07177389028948866
val,B-C,Place235,all,2,-3.6650288105010986,-2.95429192600516
val,B-C,Place235,single,1,-1.1338400840759277,-1.1338423269116298
val,B-C,Place235,multi,1,-6.1962175369262695,-4.77474152509869
val,B-C,Place237,all,2,9.560822010040283,9.416691666574913
val,B-C,Place237,single,1,7.606993675231934,7.606986462162593
val,B-C,Place237,multi,1,11.514650344848633,11.226396870987232
val,B-C,Place243,all,2,-0.22772681713104248,-0.233989543612166
val,B-C,Place243,single,1,-0.34903717041015625,-0.3490332239410857
val,B-C,Place243,multi,1,-0.10641646385192871,-0.1189458632832463
val,B-C,Place245,all,2,0.8292996883392334,0.8372129210053836
val,B-C,Place245,single,1,4.27382230758667,4.273830528920212
val,B-C,Place245,multi,1,-2.615222930908203,-2.5994046869094447
val,B-C,Place247,all,2,-0.7975478172302246,-0.8242531258962353
val,B-C,Place247,single,1,-2.768037796020508,-2.7680348586859473
val,B-C,Place247,multi,1,1.1729421615600586,1.1195286068934767
val,B-C,Place250,all,2,1.091622531414032,1.0875269027368608
val,B-C,Place250,single,1,0.2098749876022339,0.20981720730831643
val,B-C,Place250,multi,1,1.97337007522583,1.9652365981654052
val,B-C,Place265,all,2,-0.06654906272888184,0.11664954011425588
val,B-C,Place265,single,1,0.40573668479919434,0.40575310254142427
val,B-C,Place265,multi,1,-0.538834810256958,-0.1724540223129125
val,B-C,Place279,all,2,0.13482356071472168,0.13496368009036575
val,B-C,Place279,single,1,0.28029537200927734,0.2802988105052844
val,B-C,Place279,multi,1,-0.010648250579833984,-0.010371450324552889
val,B-C,Place306,all,2,-0.1712520718574524,-0.15271699557648238
val,B-C,Place306,single,1,-0.11097633838653564,-0.11089126493227208
val,B-C,Place306,multi,1,-0.23152780532836914,-0.19454272622069269
val,B-C,Place314,all,2,0.4866594672203064,0.2898098249277554
val,B-C,Place314,single,1,0.03363692760467529,0.03360866812297836
val,B-C,Place314,multi,1,0.9396820068359375,0.5460109817325325
val,B-C,Place32,all,2,-0.6701142191886902,-0.6654075474468275
val,B-C,Place32,single,1,-1.1661018133163452,-1.1657614833294567
val,B-C,Place32,multi,1,-0.17412662506103516,-0.1650536115641983
val,B-C,Place327,all,2,-0.20862340927124023,-0.2068480983745381
val,B-C,Place327,single,1,-0.21293878555297852,-0.21293968475806113
val,B-C,Place327,multi,1,-0.20430803298950195,-0.20075651199101507
val,B-C,Place331,all,2,-0.22458210587501526,-0.2319669492132801
val,B-C,Place331,single,1,-0.19690924882888794,-0.19683962541986677
val,B-C,Place331,multi,1,-0.2522549629211426,-0.2670942730066934
val,B-C,Place340,all,2,0.32220566272735596,0.32222170552381213
val,B-C,Place340,single,1,0.09512162208557129,0.09511512657498677
val,B-C,Place340,multi,1,0.5492897033691406,0.5493282844726375
val,B-C,Place341,all,2,0.0352291464805603,0.03524311209706288
val,B-C,Place341,single,1,0.04306840896606445,0.043065126453759595
val,B-C,Place341,multi,1,0.027389883995056152,0.027421097740366163
val,B-C,Place343,all,2,0.08259207010269165,0.07883422549327529
val,B-C,Place343,single,1,0.15424668788909912,0.1542219914313131
val,B-C,Place343,multi,1,0.01093745231628418,0.00344645955523748
val,B-C,Place347,all,2,-0.07167340815067291,-0.0709184182813859
val,B-C,Place347,single,1,-0.0022319555282592773,-0.0022244963048048128
val,B-C,Place347,multi,1,-0.14111486077308655,-0.13961234025796698
val,B-C,Place348,all,2,0.00047767162322998047,0.01182812381477416
val,B-C,Place348,single,1,0.01804661750793457,0.018045210975063508
val,B-C,Place348,multi,1,-0.01709127426147461,0.005611036654484813
val,B-C,Place354,all,2,-0.053682565689086914,-0.048445714995315026
val,B-C,Place354,single,1,0.007146954536437988,0.007152352219521152
val,B-C,Place354,multi,1,-0.11451208591461182,-0.1040437822101512
val,B-C,Place356,all,2,0.32107414305210114,0.32056268807701044
val,B-C,Place356,single,1,0.3750676214694977,0.37478695664571304
val,B-C,Place356,multi,1,0.2670806646347046,0.26633841950830783
val,B-C,Place359,all,2,0.38010749220848083,0.389941052691887
val,B-C,Place359,single,1,0.4106345772743225,0.4106508244356887
val,B-C,Place359,multi,1,0.34958040714263916,0.3692312809480853
val,B-C,Place360,all,2,-0.46510082483291626,-0.46449698358094627
val,B-C,Place360,single,1,-0.31623923778533936,-0.31624679374830267
val,B-C,Place360,multi,1,-0.6139624118804932,-0.6127471734135899
val,B-C,Place361,all,2,0.3232835531234741,0.31854629461584427
val,B-C,Place361,single,1,0.10574817657470703,0.10575329362448516
val,B-C,Place361,multi,1,0.5408189296722412,0.5313392956072034
val,B-C,Place362,all,2,-0.12573063373565674,-0.12503457381837524
val,B-C,Place362,single,1,0.023744583129882812,0.023747935355678873
val,B-C,Place362,multi,1,-0.2752058506011963,-0.27381708299242935
val,B-C,Place37,all,2,-0.005791753530502319,-0.006080060485793459
val,B-C,Place37,single,1,0.2975630760192871,0.2973289167262685
val,B-C,Place37,multi,1,-0.30914658308029175,-0.3094890376978554
val,B-C,Place370,all,2,0.233004629611969,0.22880462187803452
val,B-C,Place370,single,1,0.21976518630981445,0.2197497151467287
val,B-C,Place370,multi,1,0.24624407291412354,0.23785952860934034
val,B-C,Place372,all,2,-0.3818199634552002,-0.2291902884657721
val,B-C,Place372,single,1,-0.11223363876342773,-0.11222740707743284
val,B-C,Place372,multi,1,-0.6514062881469727,-0.3461531698541114
val,B-C,Place385,all,2,-0.011872559785842896,-0.010537947374275436
val,B-C,Place385,single,1,-0.017793893814086914,-0.01774249300105768
val,B-C,Place385,multi,1,-0.005951225757598877,-0.003333401747493192
val,B-C,Place389,all,2,0.19156581163406372,0.16284699958436222
val,B-C,Place389,single,1,0.2994877099990845,0.29947543162054213
val,B-C,Place389,multi,1,0.08364391326904297,0.026218567548182303
val,B-C,Place393,all,2,0.24352172017097473,0.16526958666028818
val,B-C,Place393,single,1,0.0907016396522522,0.09066406854298215
val,B-C,Place393,multi,1,0.39634180068969727,0.23987510477759422
val,B-C,Place394,all,2,0.92625293135643,0.6986407885053325
val,B-C,Place394,single,1,0.4423765540122986,0.4423433073188998
val,B-C,Place394,multi,1,1.4101293087005615,0.9549382696917652
val,B-C,Place401,all,2,-0.12508872896432877,-0.1376984656524421
val,B-C,Place401,single,1,-0.11850793659687042,-0.11866323567689963
val,B-C,Place401,multi,1,-0.1316695213317871,-0.15673369562798456
val,B-C,Place405,all,2,0.1231643557548523,0.06385758462716273
val,B-C,Place405,single,1,-0.3762439489364624,-0.37616336520379345
val,B-C,Place405,multi,1,0.622572660446167,0.5038785344581189
val,B-C,Place407,all,2,-0.22301208972930908,-0.2203306410640513
val,B-C,Place407,single,1,-0.32713818550109863,-0.3271324053697997
val,B-C,Place407,multi,1,-0.11888599395751953,-0.11352887675830292
val,B-C,Place408,all,2,-0.9816328287124634,-0.9801610750187091
val,B-C,Place408,single,1,-0.560753345489502,-0.5607530986486795
val,B-C,Place408,multi,1,-1.4025123119354248,-1.3995690513887387
val,B-C,Place410,all,2,-0.28360018134117126,-0.28096504316106063
val,B-C,Place410,single,1,-0.004640102386474609,-0.004640104760025743
val,B-C,Place410,multi,1,-0.5625602602958679,-0.5572899815620955
val,B-C,Place411,all,2,0.06336627900600433,0.06269459947820644
val,B-C,Place411,single,1,0.15041035413742065,0.1503885739006544
val,B-C,Place411,multi,1,-0.023677796125411987,-0.024999374944241537
val,B-C,Place418,all,2,-0.07835206389427185,-0.07717051897990318
val,B-C,Place418,single,1,0.14435410499572754,0.14430886547462052
val,B-C,Place418,multi,1,-0.30105823278427124,-0.2986499034344269
val,B-C,Place422,all,2,-2.722660094499588,-2.645321707755658
val,B-C,Place422,single,1,-3.6854400038719177,-3.6852933244447392
val,B-C,Place422,multi,1,-1.7598801851272583,-1.6053500910665768
val,B-C,Place428,all,2,0.0052030086517333984,0.011932589131832039
val,B-C,Place428,single,1,0.1611347198486328,0.16113814676974325
val,B-C,Place428,multi,1,-0.15072870254516602,-0.13727296850607917
val,B-C,Place430,all,2,-0.46932172775268555,-0.4634604865396219
val,B-C,Place430,single,1,-0.26244354248046875,-0.2624429069698442
val,B-C,Place430,multi,1,-0.6761999130249023,-0.6644780661093996
val,B-C,Place440,all,2,-0.014116346836090088,0.027560046543577688
val,B-C,Place440,single,1,0.10921657085418701,0.10920746058071185
val,B-C,Place440,multi,1,-0.1374492645263672,-0.05408736749355647
val,B-C,Place444,all,2,-1.3226770237088203,-0.8902492545410083
val,B-C,Place444,single,1,-0.07700182497501373,-0.07670703718439997
val,B-C,Place444,multi,1,-2.568352222442627,-1.7037914718976168
val,B-C,Place451,all,2,0.040721774101257324,0.041289624785239676
val,B-C,Place451,single,1,0.16048622131347656,0.16048684938114377
val,B-C,Place451,multi,1,-0.07904267311096191,-0.07790759981066442
val,B-C,Place461,all,2,0.0397760272026062,-0.10946908743765621
val,B-C,Place461,single,1,-0.41143476963043213,-0.41134189767897966
val,B-C,Place461,multi,1,0.49098682403564453,0.19240372280366724
val,B-C,Place469,all,2,-0.07366585731506348,-0.11506393247457358
val,B-C,Place469,single,1,-0.2043013572692871,-0.20432932486339772
val,B-C,Place469,multi,1,0.056969642639160156,-0.025798540085749444
val,B-C,Place471,all,2,0.0039529949426651,-0.004808883855883683
val,B-C,Place471,single,1,0.20962169766426086,0.210231064006957
val,B-C,Place471,multi,1,-0.20171570777893066,-0.21984883171872438
val,B-C,Place472,all,2,-0.19846314191818237,-0.19594046785637853
val,B-C,Place472,single,1,-0.12725818157196045,-0.12723345169740208
val,B-C,Place472,multi,1,-0.2696681022644043,-0.264647484015355
val,B-C,Place473,all,2,-0.13208000361919403,-0.12786669681413837
val,B-C,Place473,single,1,0.08386245369911194,0.08405245869688216
val,B-C,Place473,multi,1,-0.3480224609375,-0.3397858523251589
val,B-C,Place476,all,2,-0.22573983669281006,-0.22035924361416803
val,B-C,Place476,single,1,-0.3854033946990967,-0.3848698875844174
val,B-C,Place476,multi,1,-0.06607627868652344,-0.05584859964391864
val,B-C,Place478,all,2,0.23953554034233093,0.14238137027904735
val,B-C,Place478,single,1,-0.038733065128326416,-0.038728695744524866
val,B-C,Place478,multi,1,0.5178041458129883,0.32349143630261956
val,B-C,Place481,all,2,0.16717976331710815,0.13174410899427835
val,B-C,Place481,single,1,-0.23357975482940674,-0.23359006967022733
val,B-C,Place481,multi,1,0.567939281463623,0.49707828765878403
val,B-C,Place483,all,2,0.2522536516189575,0.30002515978841426
val,B-C,Place483,single,1,0.8235633373260498,0.8235570901426392
val,B-C,Place483,multi,1,-0.31905603408813477,-0.2235067705658107
val,B-C,Place484,all,2,-0.09990793466567993,-0.3112178422695083
val,B-C,Place484,single,1,-1.051482915878296,-1.0516179372523269
val,B-C,Place484,multi,1,0.851667046546936,0.42918225271331023
val,B-C,Place485,all,2,-0.06819796562194824,-0.1328271965713922
val,B-C,Place485,single,1,-0.4561920166015625,-0.45621015998404224
val,B-C,Place485,multi,1,0.319796085357666,0.19055576684125786
val,B-C,Place487,all,2,0.3994342088699341,0.3628269465441112
val,B-C,Place487,single,1,0.2341928482055664,0.23420104188652413
val,B-C,Place487,multi,1,0.5646755695343018,0.49145285120169824
val,B-C,Place497,all,2,0.9692919254302979,0.9353987447285959
val,B-C,Place497,single,1,1.1637978553771973,1.1638142643390017
val,B-C,Place497,multi,1,0.7747859954833984,0.70698322511819
val,B-C,Place502,all,2,0.962316244840622,0.9724602173772722
val,B-C,Place502,single,1,1.5631844401359558,1.563292914173956
val,B-C,Place502,multi,1,0.3614480495452881,0.38162752058058835
val,B-C,Place503,all,2,0.07745322585105896,0.08341861236836201
val,B-C,Place503,single,1,0.18366682529449463,0.18380873454770263
val,B-C,Place503,multi,1,-0.02876037359237671,-0.016971509810978613
val,B-C,Place504,all,2,0.5129585266113281,0.49857424503967873
val,B-C,Place504,single,1,0.5907981395721436,0.59080072084289
val,B-C,Place504,multi,1,0.4351189136505127,0.4063477692364674
val,B-C,Place506,all,2,-0.01795223355293274,0.007181955066992318
val,B-C,Place506,single,1,0.009204328060150146,0.009215939805047868
val,B-C,Place506,multi,1,-0.045108795166015625,0.005147970328936768
