split,contrast,id,scene,n_lights,patch_mean_delta,pixel_mean_delta
val,B-A,Place535_12,Place535,2,-0.05978560447692871,-0.06076130439805416
val,B-C,Place535_12,Place535,2,-0.27713680267333984,-0.2635876678056288
val,B-A,Place536_1,Place536,1,-0.17716503143310547,-0.17714278955751334
val,B-C,Place536_1,Place536,1,-0.03671520948410034,-0.03671168707706557
val,B-A,Place536_12,Place536,2,-0.05695009231567383,-0.058452964405668384
val,B-C,Place536_12,Place536,2,-0.20464563369750977,-0.18596008837901268
val,B-A,Place538_1,Place538,1,0.06730154156684875,0.06732807862986007
val,B-C,Place538_1,Place538,1,0.17305612564086914,0.17315486494649185
val,B-A,Place538_12,Place538,2,-0.5949041843414307,-0.5309611188416354
val,B-C,Place538_12,Place538,2,0.029810428619384766,0.016750665867947934
val,B-A,Place548_1,Place548,1,0.34086161851882935,0.341174315328392
val,B-C,Place548_1,Place548,1,0.053357481956481934,0.0533892637044765
val,B-A,Place548_12,Place548,2,-0.16561412811279297,-0.12564517938166908
val,B-C,Place548_12,Place548,2,-0.31845855712890625,-0.18190717904127496
val,B-A,Place556_1,Place556,1,0.39348985254764557,0.39369291153261465
val,B-C,Place556_1,Place556,1,0.1372673511505127,0.13727713602398373
val,B-A,Place556_12,Place556,2,-1.8020849227905273,-1.3401207400777286
val,B-C,Place556_12,Place556,2,0.6364250183105469,0.2243904710798672
val,B-A,Place574_1,Place574,1,-0.037428855895996094,-0.03742903639683959
val,B-C,Place574_1,Place574,1,0.14217329025268555,0.14243682704461708
val,B-A,Place574_12,Place574,2,-1.740358829498291,-1.6171434728501168
val,B-C,Place574_12,Place574,2,0.26485681533813477,0.1932209086937311
val,B-A,Place588_1,Place588,1,0.12617802619934082,0.12616922331895974
val,B-C,Place588_1,Place588,1,0.2871246337890625,0.2871239646948933
val,B-A,Place588_12,Place588,2,-0.21242189407348633,-0.1950014120957162
val,B-C,Place588_12,Place588,2,-0.25171756744384766,-0.1951404870052551
val,B-A,Place590_1,Place590,1,0.09167763590812683,0.09163006571243848
val,B-C,Place590_1,Place590,1,0.06487426161766052,0.06485940063321949
val,B-A,Place590_12,Place590,2,0.541140079498291,0.37001193365353835
val,B-C,Place590_12,Place590,2,0.5738763809204102,0.4096261208849601
val,B-A,Place593_1,Place593,1,0.48029232025146484,0.48028684037931946
val,B-C,Place593_1,Place593,1,0.2348233461380005,0.2348162217324561
val,B-A,Place593_12,Place593,2,0.6584346294403076,0.6480828030711878
val,B-C,Place593_12,Place593,2,0.5607447624206543,0.5720125245502965
val,B-A,Place598_1,Place598,1,-0.002021893858909607,-0.0020699942788812986
val,B-C,Place598_1,Place598,1,-0.07486134767532349,-0.07451412234448393
val,B-A,Place598_12,Place598,2,-0.6775475740432739,-0.5234527304566194
val,B-C,Place598_12,Place598,2,-0.25794708728790283,-0.16334265577238716
val,B-A,Place6_1,Place6,1,-1.0281403362751007,-1.0283122813646173
val,B-C,Place6_1,Place6,1,-0.0012828409671783447,-0.001351344203351923
val,B-A,Place6_12,Place6,2,-0.6445755958557129,-0.5801816983881478
val,B-C,Place6_12,Place6,2,0.45224398374557495,0.4063850213007334
val,B-A,Place612_1,Place612,1,0.06506383419036865,0.0650624036437013
val,B-C,Place612_1,Place612,1,0.1420649290084839,0.1420658378593973
val,B-A,Place612_12,Place612,2,-0.1355876922607422,-0.10372346003565713
val,B-C,Place612_12,Place612,2,0.10377252101898193,0.12247757582669161
val,B-A,Place615_1,Place615,1,0.07617312669754028,0.07612125670351128
val,B-C,Place615_1,Place615,1,0.028363555669784546,0.028346874987089876
val,B-A,Place615_12,Place615,2,-0.05109834671020508,-0.2206702835200156
val,B-C,Place615_12,Place615,2,-0.21242046356201172,-0.3581700975418851
val,B-A,Place618_1,Place618,1,-0.006706327199935913,-0.006721074237771574
val,B-C,Place618_1,Place618,1,-0.08084815740585327,-0.08082844288577135
val,B-A,Place618_12,Place618,2,-0.4742546081542969,-0.42485161518521286
val,B-C,Place618_12,Place618,2,0.06113862991333008,0.04913579943505253
val,B-A,Place62_1,Place62,1,-0.03622037172317505,-0.036296377192005846
val,B-C,Place62_1,Place62,1,0.15647335350513458,0.15764946506017324
val,B-A,Place62_12,Place62,2,-0.42832982540130615,-0.426401866035765
val,B-C,Place62_12,Place62,2,-0.27072250843048096,-0.27026923228948163
val,B-A,Place624_1,Place624,1,-0.05953574180603027,-0.05952680175550351
val,B-C,Place624_1,Place624,1,0.39616072177886963,0.3961825769421248
val,B-A,Place624_12,Place624,2,0.22743701934814453,0.23429499514098673
val,B-C,Place624_12,Place624,2,0.3623037338256836,0.36079550626168455
val,B-A,Place625_1,Place625,1,-0.38226985931396484,-0.38227470622385873
val,B-C,Place625_1,Place625,1,-0.33024072647094727,-0.33024405718094396
val,B-A,Place625_12,Place625,2,0.4177680015563965,0.30501062474167373
val,B-C,Place625_12,Place625,2,0.023669958114624023,-0.009042464373404613
val,B-A,Place639_1,Place639,1,0.13810566067695618,0.13816893007225095
val,B-C,Place639_1,Place639,1,0.2440793812274933,0.24420767317067094
val,B-A,Place639_12,Place639,2,0.1356947422027588,0.1253015305060985
val,B-C,Place639_12,Place639,2,-0.010542154312133789,-0.012187841167557778
val,B-A,Place648_1,Place648,1,-0.6121990084648132,-0.6122417066886126
val,B-C,Place648_1,Place648,1,0.04078948497772217,0.04078983008945758
val,B-A,Place648_12,Place648,2,-0.42654967308044434,-0.3974041618270656
val,B-C,Place648_12,Place648,2,-0.13200640678405762,-0.12450892550404635
val,B-A,Place650_1,Place650,1,0.8850917220115662,0.8849611850560479
val,B-C,Place650_1,Place650,1,0.0667494535446167,0.06674899955146274
val,B-A,Place650_12,Place650,2,0.1601581573486328,0.13102898379629968
val,B-C,Place650_12,Place650,2,0.03543567657470703,-0.02174996181814981
val,B-A,Place651_1,Place651,1,0.10476291179656982,0.10472672979823361
val,B-C,Place651_1,Place651,1,0.22287192940711975,0.22225875161938896
val,B-A,Place651_12,Place651,2,-0.07405662536621094,-0.03888307825249604
val,B-C,Place651_12,Place651,2,-0.31010687351226807,-0.2284969401409802
val,B-A,Place655_1,Place655,1,0.001728057861328125,0.0017082629010405914
val,B-C,Place655_1,Place655,1,-0.17722254991531372,-0.17724834527117383
val,B-A,Place655_12,Place655,2,-0.06475400924682617,-0.05968683995204582
val,B-C,Place655_12,Place655,2,0.1858530044555664,0.04085212505692004
val,B-A,Place657_1,Place657,1,-0.0667908787727356,-0.06684784630404628
val,B-C,Place657_1,Place657,1,0.048680663108825684,0.04873867189832504
val,B-A,Place657_12,Place657,2,-0.783808708190918,-0.6527441298992009
val,B-C,Place657_12,Place657,2,-0.042372703552246094,-0.05262986875275821
val,B-A,Place662_1,Place662,1,0.11536777019500732,0.11532562574314364
val,B-C,Place662_1,Place662,1,1.0869410932064056,1.0868707967544904
val,B-A,Place662_12,Place662,2,0.11039304733276367,0.05014624666499001
val,B-C,Place662_12,Place662,2,-0.016638755798339844,-0.0038577837058360043
val,B-A,Place663_1,Place663,1,0.09039929509162903,0.09036522099591093
val,B-C,Place663_1,Place663,1,0.2745075523853302,0.2744502058875902
val,B-A,Place663_12,Place663,2,0.08573031425476074,0.07043262217580715
val,B-C,Place663_12,Place663,2,0.20920026302337646,0.17332887506552241
val,B-A,Place665_1,Place665,1,0.11192373931407928,0.11123428855600034
val,B-C,Place665_1,Place665,1,-0.1743321716785431,-0.17418254341669143
val,B-A,Place665_12,Place665,2,-0.2714676856994629,-0.2674145162566588
val,B-C,Place665_12,Place665,2,-0.030282139778137207,-0.03559610447647854
val,B-A,Place666_1,Place666,1,-0.2249251902103424,-0.22414851929080304
val,B-C,Place666_1,Place666,1,-0.3729237914085388,-0.3720450658059185
val,B-A,Place666_12,Place666,2,-2.544943332672119,-2.5119624336452464
val,B-C,Place666_12,Place666,2,1.9954700469970703,1.7168394460639247
val,B-A,Place675_1,Place675,1,0.10594594478607178,0.10577055287158199
val,B-C,Place675_1,Place675,1,-0.06096622347831726,-0.06092045650121841
val,B-A,Place675_12,Place675,2,0.061704277992248535,0.02468582762429028
val,B-C,Place675_12,Place675,2,-0.07471084594726562,-0.09070599315543237
val,B-A,Place678_1,Place678,1,0.07190254330635071,0.07243639228150114
val,B-C,Place678_1,Place678,1,-0.06989830732345581,-0.06923063441679617
val,B-A,Place678_12,Place678,2,0.5271859169006348,0.2453170923443757
val,B-C,Place678_12,Place678,2,1.5395331382751465,1.2710740255629247
val,B-A,Place690_1,Place690,1,-0.00017148256301879883,-0.00010946989188431733
val,B-C,Place690_1,Place690,1,0.2311018705368042,0.23109631898786398
val,B-A,Place690_12,Place690,2,0.7270553112030029,0.6238399309360405
val,B-C,Place690_12,Place690,2,0.6189343929290771,0.5203072496149654
val,B-A,Place694_1,Place694,1,0.055000483989715576,0.054996112854880014
val,B-C,Place694_1,Place694,1,-0.47127604484558105,-0.47140155716518023
val,B-A,Place694_12,Place694,2,0.4004911184310913,0.31320425652942907
val,B-C,Place694_12,Place694,2,-0.12006044387817383,-0.08083683801561303
val,B-A,Place695_1,Place695,1,-0.12827220559120178,-0.1281830963239808
val,B-C,Place695_1,Place695,1,-0.1519482135772705,-0.15191455096094095
val,B-A,Place695_12,Place695,2,0.11098241806030273,0.11019885490961556
val,B-C,Place695_12,Place695,2,0.16363120079040527,0.1422979073613686
val,B-A,Place696_1,Place696,1,-0.11992302536964417,-0.11954975250140742
val,B-C,Place696_1,Place696,1,-0.1350272297859192,-0.1346563676721097
val,B-A,Place696_12,Place696,2,-0.1465010643005371,-0.13380017184954363
val,B-C,Place696_12,Place696,2,0.0114288330078125,-0.008874301274564678
val,B-A,Place698_1,Place698,1,-0.13140112161636353,-0.13118985818383466
val,B-C,Place698_1,Place698,1,-0.29871416091918945,-0.29835963803376747
val,B-A,Place698_12,Place698,2,0.022497057914733887,0.010123906530563387
val,B-C,Place698_12,Place698,2,-0.20909321308135986,-0.19090448911158275
val,B-A,Place699_1,Place699,1,0.00916677713394165,0.009226976540499185
val,B-C,Place699_1,Place699,1,-0.07121104001998901,-0.07107531821011268
val,B-A,Place699_12,Place699,2,0.009106993675231934,0.0027714452646050436
val,B-C,Place699_12,Place699,2,-0.07276773452758789,-0.062076266718819495
val,B-A,Place703_1,Place703,1,0.0784640908241272,0.07863552775312466
val,B-C,Place703_1,Place703,1,-0.33991366624832153,-0.34002687194803605
val,B-A,Place703_12,Place703,2,0.29316747188568115,0.28024592198963505
val,B-C,Place703_12,Place703,2,0.4520958662033081,0.4515233217311563
val,B-A,Place705_1,Place705,1,-0.11206543445587158,-0.11203827290504065
val,B-C,Place705_1,Place705,1,0.10360002517700195,0.1036131757967157
val,B-A,Place705_12,Place705,2,0.24192357063293457,0.27422110648395615
val,B-C,Place705_12,Place705,2,0.47109460830688477,0.4347437901708018
val,B-A,Place710_1,Place710,1,0.21684205532073975,0.2168134361976437
val,B-C,Place710_1,Place710,1,0.07264792919158936,0.07265387778292376
val,B-A,Place710_12,Place710,2,0.09704422950744629,0.029008839112962814
val,B-C,Place710_12,Place710,2,-0.2666192054748535,-0.29952290697752026
val,B-A,Place720_1,Place720,1,-0.3734845966100693,-0.3738657233438074
val,B-C,Place720_1,Place720,1,-0.02445937693119049,-0.02445211876541044
val,B-A,Place720_12,Place720,2,0.13707375526428223,0.17063911861023162
val,B-C,Place720_12,Place720,2,0.052179932594299316,0.05065133775721131
val,B-A,Place722_1,Place722,1,-0.2603164613246918,-0.2600120161533072
val,B-C,Place722_1,Place722,1,0.025155439972877502,0.024899192133022996
val,B-A,Place722_12,Place722,2,0.025902092456817627,0.06211589596278366
val,B-C,Place722_12,Place722,2,-0.23965811729431152,-0.22151689158673515
val,B-A,Place725_1,Place725,1,0.08939811587333679,0.08945408634022556
val,B-C,Place725_1,Place725,1,0.20929722487926483,0.2094343431341371
val,B-A,Place725_12,Place725,2,-0.9722515344619751,-0.8521315823374449
val,B-C,Place725_12,Place725,2,-0.3799489736557007,-0.28626352818635015
val,B-A,Place73_1,Place73,1,0.45650768280029297,0.45647060617784163
val,B-C,Place73_1,Place73,1,0.48180174827575684,0.48178497391744757
val,B-A,Place73_12,Place73,2,-0.12478041648864746,-0.10705032301586836
val,B-C,Place73_12,Place73,2,-0.025142908096313477,-0.021534458840753334
val,B-A,Place731_1,Place731,1,0.8115303292870522,0.809312191868098
val,B-C,Place731_1,Place731,1,0.35080385208129883,0.3506842541933738
val,B-A,Place731_12,Place731,2,-0.25096821784973145,-0.22657735344515184
val,B-C,Place731_12,Place731,2,-0.0800015926361084,-0.06570501501368908
val,B-A,Place732_1,Place732,1,-0.24591588601469994,-0.2422424255699569
val,B-C,Place732_1,Place732,1,-0.16736076399683952,-0.16393021452005996
val,B-A,Place732_12,Place732,2,0.2304621934890747,0.21713290373522942
val,B-C,Place732_12,Place732,2,0.1294633150100708,0.12862791140248753
val,B-A,Place733_1,Place733,1,0.1979198157787323,0.19822753742000515
val,B-C,Place733_1,Place733,1,0.07262876629829407,0.07265159877197591
val,B-A,Place733_12,Place733,2,-0.1006004810333252,-0.09355610038562201
val,B-C,Place733_12,Place733,2,0.021802783012390137,0.020953433881127248
val,B-A,Place743_1,Place743,1,0.133691668510437,0.1336269222254315
val,B-C,Place743_1,Place743,1,0.028235316276550293,0.028218280292432563
val,B-A,Place743_12,Place743,2,-0.7818654775619507,-0.6984389226520463
val,B-C,Place743_12,Place743,2,-0.10382896661758423,-0.10514403786248472
val,B-A,Place747_1,Place747,1,0.08498916029930115,0.08500857552049537
val,B-C,Place747_1,Place747,1,-0.052304476499557495,-0.05226195628514457
val,B-A,Place747_12,Place747,2,0.4377989172935486,0.41084194371618243
val,B-C,Place747_12,Place747,2,-0.18973588943481445,-0.1836967569314003
val,B-A,Place749_1,Place749,1,0.5722706913948059,0.5719614407642954
val,B-C,Place749_1,Place749,1,-0.26383912563323975,-0.26378146398827884
val,B-A,Place749_12,Place749,2,-1.4707536697387695,-1.260659019339072
val,B-C,Place749_12,Place749,2,0.8478775024414062,0.3028048526386682
val,B-A,Place753_1,Place753,1,-2.4702258110046387,-2.4702423861296596
val,B-C,Place753_1,Place753,1,-2.123547077178955,-2.123564428502741
val,B-A,Place753_12,Place753,2,-0.7382192611694336,-0.6647524320273899
val,B-C,Place753_12,Place753,2,1.3572216033935547,1.274415563837353
val,B-A,Place754_1,Place754,1,-1.0704485177993774,-1.069910674894461
val,B-C,Place754_1,Place754,1,-0.35075700283050537,-0.3503552805118617
val,B-A,Place754_12,Place754,2,0.061463117599487305,0.08423126639665712
val,B-C,Place754_12,Place754,2,-0.18839788436889648,-0.13851735772206464
val,B-A,Place756_1,Place756,1,1.2733147144317627,1.2732537681901666
val,B-C,Place756_1,Place756,1,0.7211823463439941,0.7211716187366108
val,B-A,Place756_12,Place756,2,0.20223867893218994,0.15669740235261442
val,B-C,Place756_12,Place756,2,-0.29165446758270264,-0.221329644646711
val,B-A,Place757_1,Place757,1,0.9460768699645996,0.9460781789028405
val,B-C,Place757_1,Place757,1,0.5484874248504639,0.5484929971622254
val,B-A,Place757_12,Place757,2,0.5004258155822754,0.46283810335512365
val,B-C,Place757_12,Place757,2,0.48421525955200195,0.4451878701879899
val,B-A,Place76_1,Place76,1,-0.1262097954750061,-0.12625344088725587
val,B-C,Place76_1,Place76,1,0.025328218936920166,0.02532102564512162
val,B-A,Place76_12,Place76,2,-0.1798216700553894,-0.15326980870591722
val,B-C,Place76_12,Place76,2,-0.07242733240127563,-0.07164860397705142
val,B-A,Place762_1,Place762,1,0.305713415145874,0.3057267109063775
val,B-C,Place762_1,Place762,1,0.47322291135787964,0.4732268406684583
val,B-A,Place762_12,Place762,2,1.486889123916626,1.0774614056690446
val,B-C,Place762_12,Place762,2,0.8195066452026367,0.4842232294671378
val,B-A,Place766_1,Place766,1,-0.04615473747253418,-0.04594606649524868
val,B-C,Place766_1,Place766,1,-0.19442152976989746,-0.194280411625537
val,B-A,Place766_12,Place766,2,0.9672317504882812,0.9068223233136665
val,B-C,Place766_12,Place766,2,2.6136984825134277,2.4404083462427506
val,B-A,Place767_1,Place767,1,0.4240725040435791,0.4240773968175353
val,B-C,Place767_1,Place767,1,1.0633935928344727,1.063403822592996
val,B-A,Place767_12,Place767,2,0.7645349502563477,0.7034066996727457
val,B-C,Place767_12,Place767,2,0.2031240463256836,0.19410557677477724
val,B-A,Place768_1,Place768,1,-0.19004052877426147,-0.190013185324158
val,B-C,Place768_1,Place768,1,-0.32631462812423706,-0.32628189969143784
val,B-A,Place768_12,Place768,2,0.5098733901977539,0.4846908677217896
val,B-C,Place768_12,Place768,2,0.2218003273010254,0.20435663532510606
val,B-A,Place776_1,Place776,1,0.32619237899780273,0.3262081580881946
val,B-C,Place776_1,Place776,1,0.33375853300094604,0.3337708959439374
val,B-A,Place776_12,Place776,2,-0.2089557647705078,-0.20464380044747976
val,B-C,Place776_12,Place776,2,-0.11852407455444336,-0.10966786510831827
val,B-A,Place778_1,Place778,1,0.36483025550842285,0.3647039295555636
val,B-C,Place778_1,Place778,1,0.085316002368927,0.08533457694852764
val,B-A,Place778_12,Place778,2,-0.35090017318725586,-0.3479784153486296
val,B-C,Place778_12,Place778,2,-0.8121185302734375,-0.7759433023618056
val,B-A,Place780_1,Place780,1,0.3124186396598816,0.3123936188727585
val,B-C,Place780_1,Place780,1,-0.1946120262145996,-0.19461728840447057
val,B-A,Place780_12,Place780,2,-0.21183395385742188,-0.1818591548679489
val,B-C,Place780_12,Place780,2,-0.087890625,-0.08028187696371658
val,B-A,Place781_1,Place781,1,0.29513847827911377,0.2951333138469626
val,B-C,Place781_1,Place781,1,-0.23026669025421143,-0.23024729085863171
val,B-A,Place781_12,Place781,2,-0.256030797958374,-0.24705524244174093
val,B-C,Place781_12,Place781,2,-0.3213768005371094,-0.3161127773104022
val,B-A,Place80_1,Place80,1,-0.9159256219863892,-0.9158711216326154
val,B-C,Place80_1,Place80,1,0.2829737663269043,0.2829425420513404
val,B-A,Place80_12,Place80,2,-1.0527459383010864,-1.0526966536795173
val,B-C,Place80_12,Place80,2,-0.03624832630157471,-0.03623477650205742
val,B-A,Place807_1,Place807,1,-0.2563413381576538,-0.25627828277764475
val,B-C,Place807_1,Place807,1,-0.032532453536987305,-0.032513512579001924
val,B-A,Place807_12,Place807,2,-0.1392766237258911,-0.13445550082407753
val,B-C,Place807_12,Place807,2,0.058799147605895996,0.05756034318079917
val,B-A,Place808_1,Place808,1,-0.176205575466156,-0.1761647284659561
val,B-C,Place808_1,Place808,1,0.07589691877365112,0.0758424276642542
val,B-A,Place808_12,Place808,2,-0.03102731704711914,-0.029752395119189368
val,B-C,Place808_12,Place808,2,-0.09738075733184814,-0.09410909115759525
val,B-A,Place813_1,Place813,1,0.09734359383583069,0.09733318705624472
val,B-C,Place813_1,Place813,1,0.12045454978942871,0.12053934179620207
val,B-A,Place813_12,Place813,2,-0.015330791473388672,-0.003841078880047588
val,B-C,Place813_12,Place813,2,0.623458206653595,0.5032839627050246
val,B-A,Place824_1,Place824,1,-0.06444054841995239,-0.06449741716967189
val,B-C,Place824_1,Place824,1,0.2032550573348999,0.20343356476638483
val,B-A,Place824_12,Place824,2,0.21176886558532715,0.1745912771308662
val,B-C,Place824_12,Place824,2,-0.19172048568725586,-0.17205308817552245
val,B-A,Place828_1,Place828,1,-0.02042442560195923,-0.0204117880698671
val,B-C,Place828_1,Place828,1,-0.0008327960968017578,-0.0008351993271821234
val,B-A,Place828_12,Place828,2,0.01679372787475586,0.011044988933530009
val,B-C,Place828_12,Place828,2,-0.16282999515533447,-0.163119631048684
val,B-A,Place829_1,Place829,1,-0.00918695330619812,-0.00927693419554021
val,B-C,Place829_1,Place829,1,-0.17498642206192017,-0.1752783155685077
val,B-A,Place829_12,Place829,2,0.3459024429321289,0.28639554119352084
val,B-C,Place829_12,Place829,2,0.5670628547668457,0.477139039059872
val,B-A,Place831_1,Place831,1,0.0683538019657135,0.06832473417183282
val,B-C,Place831_1,Place831,1,-0.09278711676597595,-0.09277034146025948
val,B-A,Place831_12,Place831,2,0.5921792984008789,0.5484435656687241
val,B-C,Place831_12,Place831,2,0.09842777252197266,0.11703124608067217
val,B-A,Place834_1,Place834,1,0.019594378769397736,0.01931753374041574
val,B-C,Place834_1,Place834,1,-0.02921496331691742,-0.02931584331135656
val,B-A,Place834_12,Place834,2,0.5107841491699219,0.4874935640620581
val,B-C,Place834_12,Place834,2,0.4066953659057617,0.38145779736244556
val,B-A,Place836_1,Place836,1,-0.03270155191421509,-0.03272313778027758
val,B-C,Place836_1,Place836,1,0.0670957863330841,0.06701833735004714
val,B-A,Place836_12,Place836,2,0.19811773300170898,0.170777437357843
val,B-C,Place836_12,Place836,2,-0.06763911247253418,-0.06229813723128208
val,B-A,Place837_1,Place837,1,-0.03403693437576294,-0.034029237499550835
val,B-C,Place837_1,Place837,1,0.14825180172920227,0.14832134677727138
val,B-A,Place837_12,Place837,2,0.2038259506225586,0.1785763171847219
val,B-C,Place837_12,Place837,2,-0.1949220895767212,-0.18460961229411565
val,B-A,Place840_1,Place840,1,0.0434207022190094,0.04354478527380809
val,B-C,Place840_1,Place840,1,-0.2164415419101715,-0.2168786140673839
val,B-A,Place840_12,Place840,2,0.032962918281555176,0.02565497817680451
val,B-C,Place840_12,Place840,2,-0.010908246040344238,-0.01737325551846647
val,B-A,Place844_1,Place844,1,0.6268613338470459,0.6269028395925211
val,B-C,Place844_1,Place844,1,-0.02488631010055542,-0.024861005213470233
val,B-A,Place844_12,Place844,2,0.03656148910522461,0.10174361573155988
val,B-C,Place844_12,Place844,2,0.006082057952880859,0.0020387309596303638
val,B-A,Place845_1,Place845,1,-0.15790152549743652,-0.15788454634512816
val,B-C,Place845_1,Place845,1,-0.1859673261642456,-0.18592829403673572
val,B-A,Place845_12,Place845,2,0.07332968711853027,0.013302069626997426
val,B-C,Place845_12,Place845,2,-0.034328460693359375,-0.010166136602488773
val,B-A,Place846_1,Place846,1,0.11582529544830322,0.11585217077074594
val,B-C,Place846_1,Place846,1,0.0972280502319336,0.09724664558044627
val,B-A,Place846_12,Place846,2,0.2706131935119629,0.2645236714688268
val,B-C,Place846_12,Place846,2,0.21732497215270996,0.223885195745551
val,B-A,Place854_1,Place854,1,-0.05210614204406738,-0.05202903515724827
val,B-C,Place854_1,Place854,1,0.05485557019710541,0.05478737092558733
val,B-A,Place854_12,Place854,2,-0.16512525081634521,-0.167096580527886
val,B-C,Place854_12,Place854,2,-0.10795527696609497,-0.10942656901109404
val,B-A,Place86_1,Place86,1,-0.3619505763053894,-0.36196110003797966
val,B-C,Place86_1,Place86,1,0.05708792805671692,0.05709676337772551
val,B-A,Place86_12,Place86,2,-0.037276893854141235,-0.03708349973794045
val,B-C,Place86_12,Place86,2,-0.09653636813163757,-0.09642615534077603
val,B-A,Place864_1,Place864,1,0.14240506291389465,0.14249227683340904
val,B-C,Place864_1,Place864,1,0.306741327047348,0.30749513398190464
val,B-A,Place864_12,Place864,2,0.19450247287750244,0.2274273586654474
val,B-C,Place864_12,Place864,2,0.22843027114868164,0.24555983438120288
val,B-A,Place866_1,Place866,1,-0.098391592502594,-0.09838610219652427
val,B-C,Place866_1,Place866,1,-0.05534827709197998,-0.05528326687941293
val,B-A,Place866_12,Place866,2,0.7235968112945557,0.34458687785578324
val,B-C,Place866_12,Place866,2,0.5734081268310547,0.2125908373769465
val,B-A,Place872_1,Place872,1,-0.17838376760482788,-0.17834178643272613
val,B-C,Place872_1,Place872,1,-0.49393826723098755,-0.493830878487294
val,B-A,Place872_12,Place872,2,0.8013331890106201,0.480810265365224
val,B-C,Place872_12,Place872,2,0.7179219722747803,0.4477810092873904
val,B-A,Place875_1,Place875,1,-0.9033574312925339,-0.9021168344751643
val,B-C,Place875_1,Place875,1,-0.29503296315670013,-0.29388890014513486
val,B-A,Place875_12,Place875,2,0.035331130027770996,0.05421421865944209
val,B-C,Place875_12,Place875,2,0.2439969778060913,0.20032151498529016
val,B-A,Place878_1,Place878,1,0.5680899024009705,0.5675291018153943
val,B-C,Place878_1,Place878,1,0.03216814994812012,0.03218099224069437
val,B-A,Place878_12,Place878,2,-0.19545674324035645,-0.18339093689410113
val,B-C,Place878_12,Place878,2,0.07110416889190674,0.13426522621551484
val,B-A,Place887_1,Place887,1,1.0882481336593628,1.0872944830307896
val,B-C,Place887_1,Place887,1,-0.33841657638549805,-0.33838367124122226
val,B-A,Place887_12,Place887,2,-0.9875211715698242,-0.9476192655263467
val,B-C,Place887_12,Place887,2,-0.41449880599975586,-0.3984587514845055
val,B-A,Place888_1,Place888,1,0.117495596408844,0.1175109714233522
val,B-C,Place888_1,Place888,1,0.06285080313682556,0.06282689449232404
val,B-A,Place888_12,Place888,2,0.32775402069091797,0.4224790972420793
val,B-C,Place888_12,Place888,2,1.2759289741516113,1.0377876105000405
val,B-A,Place890_1,Place890,1,-0.29392656683921814,-0.29418395016988363
val,B-C,Place890_1,Place890,1,-0.6461715400218964,-0.6465903881260268
val,B-A,Place890_12,Place890,2,0.7060279846191406,0.6325288550026151
val,B-C,Place890_12,Place890,2,0.4094657897949219,0.37281997361820984
val,B-A,Place898_1,Place898,1,-0.4825686812400818,-0.4826280541078313
val,B-C,Place898_1,Place898,1,-0.15201860666275024,-0.1520280270549098
val,B-A,Place898_12,Place898,2,0.5423216819763184,0.3859556473400927
val,B-C,Place898_12,Place898,2,0.4722433090209961,0.33783540591874317
val,B-A,Place900_1,Place900,1,-0.019556760787963867,-0.019516234351400874
val,B-C,Place900_1,Place900,1,-0.41066715121269226,-0.41051044367587886
val,B-A,Place900_12,Place900,2,1.2294929027557373,1.1818047099556503
val,B-C,Place900_12,Place900,2,0.8988244533538818,0.8556578839892048
val,B-A,Place915_1,Place915,1,-0.10965460538864136,-0.10966136272519345
val,B-C,Place915_1,Place915,1,-0.019846320152282715,-0.019860654165843927
val,B-A,Place915_12,Place915,2,-1.2154955863952637,-0.9280241468577737
val,B-C,Place915_12,Place915,2,-0.40875864028930664,-0.32759057101077627
val,B-A,Place919_1,Place919,1,1.7216264009475708,1.7216070085778448
val,B-C,Place919_1,Place919,1,-0.3848881721496582,-0.38489213468927863
val,B-A,Place919_12,Place919,2,1.1231602430343628,1.1238981829603343
val,B-C,Place919_12,Place919,2,-0.3139510154724121,-0.3135638619879466
val,B-A,Place919_13,Place919,2,0.7063367366790771,0.7011874963377112
val,B-C,Place919_13,Place919,2,-0.2825171947479248,-0.28210578070418846
val,B-A,Place919_123,Place919,3,0.40405893325805664,0.40234248336374967
val,B-C,Place919_123,Place919,3,-0.10469317436218262,-0.10451231597869493
val,B-A,Place920_1,Place920,1,0.1279466152191162,0.12794108317781094
val,B-C,Place920_1,Place920,1,0.08755183219909668,0.0875474732992021
val,B-A,Place920_12,Place920,2,-0.02756398916244507,-0.027675918685600376
val,B-C,Place920_12,Place920,2,-0.16564959287643433,-0.12538003842309786
val,B-A,Place920_13,Place920,2,0.03344154357910156,0.039513334409681855
val,B-C,Place920_13,Place920,2,0.09521961212158203,0.09709271440006129
val,B-A,Place920_123,Place920,3,-0.14573967456817627,-0.13230277636557342
val,B-C,Place920_123,Place920,3,-0.6560782194137573,-0.5903967607983953
val,B-A,Place924_1,Place924,1,-0.7496061325073242,-0.7496178928143571
val,B-C,Place924_1,Place924,1,0.5019747614860535,0.5020244008406356
val,B-A,Place924_12,Place924,2,-0.21085608005523682,-0.20930031422873352
val,B-C,Place924_12,Place924,2,0.5744289755821228,0.5693542963616286
val,B-A,Place924_13,Place924,2,-0.14177846908569336,-0.14237627110290982
val,B-C,Place924_13,Place924,2,-0.3446406126022339,-0.3414200769387169
val,B-A,Place924_123,Place924,3,-0.05055880546569824,-0.05481500771093939
val,B-C,Place924_123,Place924,3,0.1973925232887268,0.177711783769831
